"name";"age";"author";"text";"reyt"
"ХАЛИДА";"19";"Анонимный Дон";"Девочка хорошая жаль анала нет.";"5"
"ХАЛИДА";"19";"Анонимный Дон";"Привет работаешь";"5"
"ХАЛИДА";"19";"Анонимный Дон";"Короче не советую позвонил уточнил час сказали 1500 тыс пришёл говорят час 2000 тыс 1 контакт 1500 тыс";"1"
"ХАЛИДА";"19";"Анонимный Дон";"Адрес какой. Как доехать.";"3"
"ХАЛИДА";"19";"Анонимный Дон";"Хорошо";"5"
"ХАЛИДА";"19";"Анонимный Дон";"Как до тебя добраться у меня метро выстовочная?";"3"
"ХАЛИДА";"19";"Анонимный Дон";"Привет выезд есть";"5"
"Ариэль";"19";"Анонимный Дон";"hey";"5"
"Ариэль";"19";"Анонимный Дон";"Hello ariel";"5"
"Ариэль";"19";"Анонимный Дон";"Девочка не очем ноль в сексе.";"1"
"Забава";"24";"Анонимный Дон";"Из минусов - цена уже за 1 час 7 т.р.<br />
Всё остальное просто ахуительно, на высшем уровне.<br />";"5"
"Лера";"63";"Анонимный Дон";"Шикарная дама! Сиськи огромные, жопа огонь! Любит, когда тянут за соски. Сосет вообще обалденно!";"5"
"Лера";"63";"Анонимный Дон";"Женщина потрясающая! Видно, что любит реально ублажать, сиськи просто бомба!";"5"
"Алиса";"22";"Анонимный Дон";"Шикарная девушка, миньет есть без резинки с окончанием в рощ";"5"
"Милана";"26";"Анонимный Дон";"Хлебом не корми дай пососать! Сосет как безумная! Трясет как наркомана,видать нравится! Неподдельная страсть,бывает же такое.Особенно клево на коленях,обняла мой зад руками,икак будто насаживает на себя!";"5"
"Лиза";"31";"Анонимный Дон";"Реальная?";"5"
"Лиза";"31";"Анонимный Дон";"Супер детка 👅👅👅👅";"5"
"Надежда";"40";"Анонимный Дон";"Да у тебя супер возможности!!!!!!";"5"
"Алена";"22";"Анонимный Дон";"Супер Красота";"5"
"Виолетта";"20";"Анонимный Дон";"фейк? почему вас две на сайте?";"4"
"Кира";"22";"Анонимный Дон";"Чисто русская краса! Добрая веселая,отзывчива и на слова и на ласки! Я одинокий,и на мгновение показалось что это моя жена!Поцелуи,поглаживания,без грубости.Легкий отсос до твердого сучка,и проникновение в крепких обьятиях! Супер  отыграла на всю катушку.....не влюбиться бы.....не дай бог.....++++++++++++";"5"
"Мария";"25";"Анонимный Дон";"Привет , у меня есть небольшой фетиш , я люблю измерять линейкой влагалище девушки. Можно я измерю твое и подруги ? А выезд от 2 часов также 20 000 р стоит   ?  И с прошедшим праздником тебя)";"5"
"Мария";"25";"Анонимный Дон";"Был кто у неё? <br />
Фото настоящие?";"5"
"Мария";"25";"Анонимный Дон";"Привет, сможешь лишить меня девственности? Мне 22)";"5"
"Юля";"22";"Анонимный Дон";"нет такиз предоплата  не ведитесь.";"1"
"Валя";"27";"Анонимный Дон";"Я таких кудряшек называю мочалками! Можноей выматся и за одно попользовать......пригласил в сауну были вдвоем....в басике водичку теплую налили....люблю трахатся в воде что то от первородного наверно....все понравилось и походу ей то же не ожидала что в сауне будем тока вдвоем!";"5"
"Света";"23";"Анонимный Дон";"Икбол";"5"
"Света";"23";"Анонимный Дон";"Доны не советую зря потратите время кидалово.";"1"
"Света";"23";"Анонимный Дон";"кидалово";"1"
"Маша";"25";"Анонимный Дон";"Привет , вы тут ?";"5"
"Лиза";"20";"Анонимный Дон";"Лиза можно вам набрать)))";"5"
"Сабина";"19";"Анонимный Дон";"Девушка бомба, всем советую!";"5"
"Сабина";"19";"Анонимный Дон";"Рыжая бестия огонь просто всё супер.Я бы ещё пришол бы жаль ценник большой.";"5"
"Сабина";"19";"Анонимный Дон";"За такие сиськи и тридцатки не жалко. А анал  просто волшебный. Суппер";"5"
"Сабина";"19";"Анонимный Дон";"Это точно  между этими сиськами  член просто охреневает. Спасибо Сабина";"5"
"Сабина";"19";"Анонимный Дон";"Салон";"1"
"Азиза";"28";"Анонимный Дон";"Это не она к сожалению";"1"
"Лия";"26";"Анонимный Дон";"Симпотяшка";"5"
"Каролина";"23";"Анонимный Дон";"Хорошая замечательная девочка, очень приветливая, был сегодня у неё. Квартира хорошая, чай, кофе, чистое полотенце, тапочки — все предложила.";"5"
"Каролина";"23";"Анонимный Дон";"Сервис хорош, но секс и миньет на единицу.";"1"
"Марина";"22";"Анонимный Дон";"Огонь !";"5"
"Ксюша";"23";"Анонимный Дон";"Привет) Ответь мне пожалуйста на несколько вопросов. Данные анкеты всё ещё актуальны? Сколько контактов в час?";"5"
"Таня";"22";"Анонимный Дон";"Фото Киры Майер)))))";"1"
"Софья";"32";"Анонимный Дон";"Привет. На следующей недели посетить можно? Заранее договориться надо?";"4"
"Шаха настоящая инди";"22";"Анонимный Дон";"Привет, работаешь?";"5"
"Лена";"22";"Анонимный Дон";"Хорошая 1 слепые что-ли?";"1"
"Дарина";"32";"Анонимный Дон";"Класс, отдохнул как говорится душой и телом 😘 Хорошая очень понравилась!";"5"
"Лена";"25";"Анонимный Дон";"Был у Лены всё по высшему уровню сделала,мне даже показалось что между нами симпатия проскочила, возможно ещё приду.";"5"
"Лена";"25";"Анонимный Дон";"Осторожно! похоже развод. Требует предоплату.";"1"
"Лена";"25";"Анонимный Дон";"Не знаю кто что там говорит лично я был там девушка попросила предоплата я ей отправил она вышла забрала и начали отдыхать  всё по высшему классу";"5"
"Лена";"25";"Анонимный Дон";"Развод";"1"
"Лена";"25";"Анонимный Дон";"Развод";"1"
"Лена";"25";"Анонимный Дон";"Разводилово сука";"1"
"Лена";"25";"Анонимный Дон";"Привет крошка, хочу тебя";"5"
"Лена";"25";"Анонимный Дон";"Интересно сколько соснули те доны, которые предоплату сделали якобы и получили что надо. Чтобы в аду вас во все шели имели ироды. Предоплата 99% развод, есть искл, проверенные элиты.";"1"
"Ирина";"38";"Анонимный Дон";"Фото ваши? Салон или инди?";"1"
"Таня";"26";"Анонимный Дон";"Рэйчел Кук<br />
Модель";"1"
"Таня";"26";"Анонимный Дон";"Точно она";"1"
"Олеся и Лиза";"20";"Анонимный Дон";"Привет малышки, встретимся?";"5"
"Света";"23";"Анонимный Дон";"Очень милая девочка,небольшая ненавязчивая наивность только разжигает! Трахаешься как будто с девственицей по мозгам конечно! Неподдельная реакция на ласки! Не научилась пока......Прирывистое дыхание подмахивает тебе в такт все путем!";"5"
"Анюта";"24";"Анонимный Дон";"Не рекомендую";"1"
"Лиза";"20";"Анонимный Дон";"Фейк!";"1"
"Лера";"21";"Анонимный Дон";"какой-то разводняк, одна и та же дама берет трубку по разным объявлениям. вероятно салон. вряд ли там будет то что на фото. трубку бросает, не объяснив ничего.";"1"
"Анжела";"30";"Анонимный Дон";"Привет? Работаеш можно заехать на пару часов";"3"
"Ирина";"23";"Анонимный Дон";"Клевая вертлявая попка! Зная свое достоинство грамотно ей пользуется,заставляя вас быстро эрриагировать на предстоящее! Танец задницей проявляет в вас желание засадить прямо в этц роскошь! Что в конце концов и происходит,причем без презерватива! На много круче и неожиданно!";"5"
"💛🐰💛Ляля💛🐰💛";"22";"Анонимный Дон";"Потрясающая девушка!!!<br />
Добрая нежная ласковая и очень очаровательная!!!<br />
Спасибо за отличное настроение";"5"
"💛🐰💛Ляля💛🐰💛";"22";"Анонимный Дон";"Сказать, что я остался доволен, ничего не сказать.";"5"
"Ольга";"31";"Анонимный Дон";"Влюбился, хочу познакомиться ближе, но ты не отвечаешь на звонки!<br />
посмотри в пропущеных 901 .........31-22";"5"
"Софья";"19";"Анонимный Дон";"Рыжая бестия огонь девушка творит чудеса ещё приду.";"5"
"Стася";"24";"Анонимный Дон";"Стася......во блять имечко.......Такое впечатление что вытащили бедолагу из под преса......единственный плюс рот большой влезло два хуя почти целиком и то хорошо! Залили ее спермочкой с ног до головы выпили водочки и разошлись полюбовно....";"3"
"Стася";"24";"Анонимный Дон";"По ходу свой салон продвигаешь Дон . Отзывы фальшивые.";"1"
"Диана";"21";"Анонимный Дон";"Жаль нет воцап (";"3"
"Нина";"20";"Анонимный Дон";"Кто-то был у неё?";"5"
"😝Кристина😝";"22";"Анонимный Дон";"ласковая, раскованная с порога располагает к себе, то что с фото 100. % совпадает, классно целуеться и не только)) будет возможность приеду еще))";"5"
"😝Кристина😝";"22";"Анонимный Дон";"Был вчера. Умелая и красивая) можно влюбиться. Спасибо за воду)";"5"
"😝Кристина😝";"22";"Анонимный Дон";"Был на прошлой неделе. Девушка встречает в сексуальном платье. Лучшая попа, когда вспоминаю у меня встаёт. Отлично сосёт. Разрешает всё. Очень гостеприимная и приятный собеседник.";"5"
"😝Кристина😝";"22";"Анонимный Дон";"Молоденькая, худенькая, ласковая, нежная фейка.Приятно с ней общаться. МБР с окрестностями и с окончанием в рот, но без проглота.Чистюля.";"5"
"Каролина";"22";"Анонимный Дон";"Широкие бедра подтянутая стоячая грудь! Что еще нужно для удовлетворения похоти разыгравшейся! Возбуждение было просто на высоте...давно такого не испытывал.....единственное что гложет....неужели все красивые девушки......отряд б.....й!";"5"
"Каролина";"22";"Анонимный Дон";"Встретила меня достойно, в нарядном сексуальном эротическом платье, увидев ее с порога, сразу хотелось приступить к делу, но я же воспитанный мужчина) и мы немного пообщались, выпили с ней по бокалу вина, и после даже без слов она занялась мной, все было по высшему, был полностью в восторге от ее умения доставить удовольствие ...";"5"
"Анастасия";"29";"Анонимный Дон";"Дааа!!!! Вооо!!!👍";"5"
"Людмила";"41";"Анонимный Дон";"Враньё! Одни азиатки там!";"1"
"Зухра";"20";"Анонимный Дон";"Еще работаешь?";"5"
"Зухра";"20";"Анонимный Дон";"у вас есть телеграм? скинь мне ник, я буду договорить вас к встрече";"5"
"Виктория";"38";"Анонимный Дон";"Был у данной дамы, реальный возраст 47,процесс никакой, не советую";"1"
"Виктория";"38";"Анонимный Дон";"Тоже был у данной бабушки) ещё летом, анкета не соответствует. В процессе никак, того гляди... Под полтинник. С полостью рта проблема, тело тоже сморщенное и тд. Пенсия одним словом";"1"
"Жанна";"32";"Анонимный Дон";"Привет крошка";"5"
"Ксюша";"22";"Анонимный Дон";"ФЕЙК!!!!!!!!!!!!!!!!";"1"
"Ира";"20";"Анонимный Дон";"ОЧЕРЕДНОЙ ФЕЙК, НА ФОТО МОДЕЛЬ С ИНСТАГРАМ";"1"
"Ира";"20";"Анонимный Дон";"Лол, мужик прав. Это модель из инсты. Надо было тебе взять менее известную личность , раз себя боишься показывать)  и никто к тебе не приедет, потому что ты обманываешь";"5"
"👑 ❤️Алла👑 ❤️";"27";"Анонимный Дон";"Замечательная девушка, фото полностью соответствует, приятная во всех отношениях";"5"
"👑 ❤️Алла👑 ❤️";"27";"Анонимный Дон";"Девочка шедевр! Лучший секс!!! Слов нет!)";"5"
"👑 ❤️Алла👑 ❤️";"27";"Анонимный Дон";"Пламя! Пожар! Всё прошло супер! Неожиданно легко дозвонился, договорились о встрече. Никаких кидков, ожиданий и предоплат. Тапки, чай-кофе, и т.д. предложены.";"5"
"👑 ❤️Алла👑 ❤️";"27";"Анонимный Дон";"Девушка супер)) море позитива, нежности) и правда солнышко и конфетка:)";"5"
"Валентина";"24";"Анонимный Дон";"Длинноногая Газель! Высокая статная приятно ебать в ротяру поставив на колени! Сосет дай боже....А потом рачком даже пригибаться на ногах не надо было а просто ровненько засаживать.....";"5"
"Валентина";"24";"Анонимный Дон";"Стройная длинноногая красотка с аппетитной задницей и сексуалоьной фигуркой отсасала мне по самые не балуй, глубоко и аппетитно, два часа были не забываемые с ней, рекомендую обязательно всем кто любит стройняшек";"5"
"Валентина";"24";"Анонимный Дон";"Привет, работаешь? Актуально?)";"3"
"Лин";"29";"Анонимный Дон";"Есть ватсап или телега?";"5"
"Лин";"29";"Анонимный Дон";"Наëбка))";"1"
"Марта";"24";"Анонимный Дон";"Я хочу связать тебе руки покрепче за спиной, привязать к столбу голою и связанную часов на 10, выпороть кнутом по сиськам, надев на них прищепки, за все заплачу с бонусом, договорились ?";"5"
"Иришка";"23";"Анонимный Дон";"Фото прям огонь.......";"1"
"Иришка";"23";"Анонимный Дон";"Foxi";"1"
"Иришка";"23";"Анонимный Дон";"Почему фото Foxi Di что в кого уже не снимают это реально она или ради прикола выложили?";"5"
"Катя";"23";"Анонимный Дон";"Привет, если мне 17 лет с тобой можно встретиться?";"5"
"Юля";"24";"Анонимный Дон";"Очень аппетитно, ещё актуально?)";"5"
"💥💫Ксюша💥💫";"25";"Анонимный Дон";"Естественная, открытая, отличная девушка. За час, который я провел у нее не было ни одного негативного или неловкого момента. Этот человек любит дарить и получать положительные эмоции. Если вам нужен заряд позитива";"5"
"💥💫Ксюша💥💫";"25";"Анонимный Дон";"Клевая деваха) мне все понравилось. в след раз буду брать на больше";"5"
"💥💫Ксюша💥💫";"25";"Анонимный Дон";"Очаровала однозначно! Подтянутое тело, шикарные формы, а губки просто прелесть!:) Сервис с улыбочкой, в постели огонёк! Горловой минет покорил и меня, улетел мигом))";"5"
"💥💫Ксюша💥💫";"25";"Анонимный Дон";"Офигенная девочка. Секс любит и кайфует на все 💯. Фигура эталонная, грудь шедевральна";"5"
"💥💫Ксюша💥💫";"25";"Анонимный Дон";"Человек хороший, адекватная, можно поговорить, фото полностью соответствуют, что подтверждает ее честность.";"5"
"💥💫Ксюша💥💫";"25";"Анонимный Дон";"Был вчера. Получил огромное удовольствие! Фея приятна в общении, активна и очень опытна в постели.";"5"
"Лина";"29";"Анонимный Дон";"Привет, работаешь? Часов в 8 утра можно заехать на час? И ещё скажи пожалуйста могу ли я отлизать твои ноги и анус, по-мимо писи и грудей?";"5"
"Лина";"29";"Анонимный Дон";"Привет. Это реально ты на фото?<br /><br />";"5"
"Лина";"29";"Анонимный Дон";"Ты такая красивая, просто нет слов";"5"
"Лина";"29";"Анонимный Дон";"Встретимся";"5"
"АЛИНА";"31";"Анонимный Дон";"Привет. Пригласите к себе?";"5"
"АЛИНА";"31";"Анонимный Дон";"Ты на щёлковской?";"5"
"АЛИНА";"31";"Анонимный Дон";"Сегодня работаешь";"5"
"ЯНА";"22";"Анонимный Дон";"С 18 лет принимаешь?";"5"
"Виолетта";"20";"Анонимный Дон";"Не о чем";"1"
"Зарина";"25";"Анонимный Дон";"Привет красавица работаешь";"5"
"Жанна";"38";"Анонимный Дон";"Приветик работаешь???";"5"
"Лена";"18";"Анонимный Дон";"Бомба. Девушка очень Вежливая и обходительная. Теперь хожу только к ней";"5"
"Линда";"22";"Анонимный Дон";"осетил повторно, девочка реально супер, все в лучшем виде, два часа пролетели незаметно, настоятельно рекомендую и сам загляну еще";"5"
"Катя";"26";"Анонимный Дон";"Аппетитная 😋😋";"5"
"Кристина";"27";"Анонимный Дон";"Прекрасная барышня! Приехала быстро, красивая и похотливая! По процессу как секс с любовницей!";"5"
"Эля";"19";"Анонимный Дон";"Адрес не тот, на вопрос про минет в машине,ответила нет конечно";"1"
"Маша";"23";"Анонимный Дон";"Грудь маловата! Зато попка хороша! Как стала рачком,еще в чулочках! Хер взлетел до небес! Приятная реакция,подощла с зади ,обняла и играла с ним! Потом встала на колени вылизала яйца,промежность сасала жадно вцепившись двумя ручками в ствол! Поднял я ее на руки и насадил на своего коня! Благо она была легенькой! Хорошая канчумба,незабываемая.....наверно    ха ха";"5"
"Таня";"25";"Анонимный Дон";"Привет красотка";"5"
"Таня";"25";"Анонимный Дон";"Работаете?";"5"
"Таня";"25";"Анонимный Дон";"Приветик, работаешь ?";"5"
"Таня";"25";"Анонимный Дон";"Русская?";"1"
"Таня";"25";"Анонимный Дон";"Приветик, работаешь ?";"5"
"Таня";"25";"Анонимный Дон";"Привет Танюш. Работаешь?";"5"
"Таня";"25";"Анонимный Дон";"Привет работаешь";"5"
"Таня";"25";"Анонимный Дон";"Привет работаешь";"5"
"Таня";"25";"Анонимный Дон";"Привет работаеш";"5"
"Клариса";"20";"Анонимный Дон";"Развод!";"1"
"Света";"25";"Анонимный Дон";"Кто у неё был мужики? На фото точно она? Если она то я обязательно к этой бомбочке загляну в гости!";"5"
"Света";"25";"Анонимный Дон";"Нет, не настоящия. Она в идеале живёт в Америке. Но выглядит и фигура просто топ. Согласен<br />";"5"
"Маша";"30";"Анонимный Дон";"Шикарная девочка! Делает всё на 1000 %. Глубокий минет, влажная киска, узкая попочка. Анал бесподобен. Прийду ещё!";"5"
"Елена";"23";"Анонимный Дон";"Ранее никогда еще не встречал таких опытных девушек в постели, она сама предлагает идеи и позы, любит доминировать, очень ласковая!<br />";"5"
"Елена";"23";"Анонимный Дон";"на фото модель Елена Грени";"1"
"Яна";"24";"Анонимный Дон";"Когда она в Котельники переехала из СШП ? И такая дешевая )))";"1"
"Саша";"35";"Анонимный Дон";"Фото ни её там другие две девушки не русские";"1"
"Алина";"27";"Анонимный Дон";"привет работаешь?";"5"
"Алина";"27";"Анонимный Дон";"Привет, у тебя есть Вацап?";"5"
"Алина";"27";"Анонимный Дон";"Ты одна или с подругами";"4"
"Алина";"27";"Анонимный Дон";"Привет работаешь";"1"
"Алина";"27";"Анонимный Дон";"Привет ты работаешь";"5"
"Нина";"20";"Анонимный Дон";"Обман";"1"
"Лика";"21";"Анонимный Дон";"Ребята! Задница отпад,как поворачивается задом и начинает им играть ,устоять невозможно.Просто круть.Любит наездницей быть.Двигается как сумасшедшая.Отрабатывает по полной! Разговоры,и всякую хрень отметаем....платим не за это.....а доводит до &quot;нирваны&quot; четко. Советую.";"5"
"Надя";"35";"Анонимный Дон";"Привет? Работаеш можно прийти на часик.";"5"
"Лина";"22";"Анонимный Дон";"Хорошая тетка! Понимающая,жалостливая! Чувствует твое настроение и очень грамотно подстраивается большой плюс для спермодобытчицы! Приятно провел вечер не пожалел..... такое редко бывает.";"5"
"Катя";"19";"Анонимный Дон";"Не она";"1"
"Катя";"19";"Анонимный Дон";"Страпон оказался меньше заявленного";"1"
"Катя";"19";"Анонимный Дон";"не она";"5"
"Ляля";"23";"Анонимный Дон";"Твоя внешность  жирок на животе  и пока убивает меня так и хочется ухватится за все и трахнуть";"5"
"Ляля";"23";"Анонимный Дон";"Кидалова";"1"
"Ляля";"23";"Анонимный Дон";"Фейк или настоящие фотки?";"3"
"Ляля";"23";"Анонимный Дон";"Если было точно известно, что на фото именно эта девушка, то я приглашал бы ее к себе регулярно. Она очаровательна. Но, увы, нет доказательств, что приедет именно она.";"5"
"Ляля";"23";"Анонимный Дон";"Приятная девушка. Не будь она проституткой, то женился бы!";"5"
"Ляля";"23";"Анонимный Дон";"Фейк, проверено, не она. Приехала чудо юдо, просто ужас, не ведитесь!";"1"
"Вера";"23";"Анонимный Дон";"Привет кроха";"5"
"Вера";"23";"Анонимный Дон";"В салоне теле 2 ее видел";"5"
"Наташа";"29";"Анонимный Дон";"Привет, есть телеграмм?";"3"
"Дина";"18";"Анонимный Дон";"Я мазохист...и мне страшно повезло с этой особой!Получил полный комплекс, от порки привязывания яиц,страпона.....и на финише золотого дождя! Такого физического и душевного удовлетворения еще никогда не было.....коплю бабосы...хочу повторить!";"5"
"Марго";"25";"Анонимный Дон";"Стоимость со всеми допами?";"5"
"Лора";"30";"Анонимный Дон";"Привет, еще работаешь? Актуально?)";"3"
"Милая КРОШКА без предоплаты ✅";"21";"Анонимный Дон";"А 16 для тебя мало?";"5"
"Милая КРОШКА без предоплаты ✅";"21";"Анонимный Дон";"Извини, я не точно написал. Я про 16 см это много или мало для тебя? Или достаточно ?";"5"
"Милая КРОШКА без предоплаты ✅";"21";"Анонимный Дон";"С 18 лет принимаешь ?";"5"
"РИТА";"25";"Анонимный Дон";"А ты это прямо ты? Просто кругом обман, а по фото ты очень милая. Если на фото ты обязательно примчусь!!!";"5"
"Света (НЕ САЛОН) ✅";"19";"Анонимный Дон";"Привет, еще работаешь ?<br />";"5"
"Света (НЕ САЛОН) ✅";"19";"Анонимный Дон";"жопа пипец.";"1"
"Настя";"24";"Анонимный Дон";"Hi";"5"
"Настя";"24";"Анонимный Дон";"Приветик ангелочек напиши мне в личку в тг @Xzxzx88";"5"
"Наташа";"23";"Анонимный Дон";"Сама интелегентность ! Девочка с запросами...но и отрабатывает по полной без капризов, со знанием текущей обстановки...очки конечно аксесуар Но кончать на них одно удовольствие!!!";"5"
"Окcaнa";"22";"Анонимный Дон";"Привет кроха";"5"
"Окcaнa";"22";"Анонимный Дон";"Глазки полны печали и страсти одновременно! Это заводит хочется их «любить»….<br />";"5"
"Далия";"21";"Анонимный Дон";"Малышок-голышек , очаровательная куколка...розовый поросеночек...так и сожрал бы живьем! Вылизал всю,вкусняшку! и очень аккуратно насадил на крючек, повизгивала смачно даже приятно...хотя и врала наверняка...но все равно приятно....";"5"
"Лиза";"25";"Анонимный Дон";"Блин,красивая девчонка.думаю,позвоню ей завтра.я бы на ночь завис с ней";"5"
"Лиза";"25";"Анонимный Дон";"Кому вообще интересно что ты думаешь. Не бывает таких телок с таким ценником...";"1"
"Диана";"19";"Анонимный Дон";"Привет красавица работаешь";"5"
"Эльза";"19";"Анонимный Дон";"Был у нее. Супер классная девочка. Хорошее общение. Предложила колу, кофе, чай, тапочки и так далее. В деле тоже все отлично у нее. Особенно отмечу минет. Мне прям очень понравилось";"5"
"Эльза";"19";"Анонимный Дон";"Визит прошел успешно. Девочка очень милая, в процессе просто супер, поговорить тоже можно. Фото полностью соответствуют, выкладывается на все 100 процентов. Рекомендую!";"5"
"Эльза";"19";"Анонимный Дон";"Встреча прошла в максимально шикарном и качественном формате, мне все очень понравилось. Девушка очень приятная и милая, остался доволен. Спасибо";"5"
"Эльза";"19";"Анонимный Дон";"Все супер";"5"
"💛Кира💛";"21";"Анонимный Дон";"Хорошая замечательная девочка, очень приветливая, был сегодня у неё. Квартира хорошая, чай, кофе, чистое полотенце, тапочки — все предложила.";"5"
"💛Кира💛";"21";"Анонимный Дон";"Посетил недавно. Впечатление - хорошее, темновато было, конечно, но по ощущению фигура - огонь, живота нет совсем, грудь отличная, чувствительные соски.";"5"
"💛Кира💛";"21";"Анонимный Дон";"Очень милая и приятная девушка. Спасибки всё было круто";"5"
"💛Кира💛";"21";"Анонимный Дон";"Лучшая. И этим все сказанно. Соска++";"5"
"💛Кира💛";"21";"Анонимный Дон";"Отлично провели время, остался доволен";"5"
"💛Кира💛";"21";"Анонимный Дон";"Салон...не очень опрятный";"1"
"НИКОЛЬ";"26";"Анонимный Дон";"Она просто прелесть";"5"
"Женя";"28";"Анонимный Дон";"Хороша";"5"
"Женя";"28";"Анонимный Дон";"По смс можно договорится?";"5"
"Женя";"28";"Анонимный Дон";"Фейк";"1"
"Женя";"28";"Анонимный Дон";"Девушка симпатичная но секс оценка единица.";"1"
"Женя";"28";"Анонимный Дон";"Женечка был ,а где я был потем анкетам я оставляю отзывы для других донов чтобы видели как и что.";"1"
"Женя";"28";"Анонимный Дон";"Привет! Фото реальные?";"5"
"Женя";"28";"Анонимный Дон";"Метро алтуфьево?";"5"
"Женя";"28";"Анонимный Дон";"Как тебе дозвониться?? Номер не существует";"5"
"Женя";"28";"Анонимный Дон";"Женька, еще работаешь?";"5"
"Женя";"28";"Анонимный Дон";"Привет, работаешь? <br />";"4"
"Женя";"28";"Анонимный Дон";"Привет, работаешь?";"5"
"Женя";"28";"Анонимный Дон";"Привет. Подскажи работаешь?";"5"
"Аня";"24";"Анонимный Дон";"Абонент не доступен";"1"
"Аня";"24";"Анонимный Дон";"Чужие фото!";"1"
"Ника";"21";"Анонимный Дон";"Ника, формы конечно не айс! Но скачет на тебе как заправский жоккей! Легкая,можно трахать прямо держа на руках,Редкий случай,свезло давно мечтал. Миниатюрка. Дырочка малость распахана! Влагалище сжимать не умеет! Выход есть задница пока не распахана свезло!";"4"
"Милана";"25";"Анонимный Дон";"Сбросили телефон. Не стали общаться, как только услышали с какого сайта звоню";"5"
"Алекса";"23";"Анонимный Дон";"Офигенная, стройная сисечки стоят, попка подтянута!! Минет делает шикарно, секс просто умопомрачительный!! Обязательно загляну еще как-нибудь...";"5"
"Кристина";"23";"Анонимный Дон";"фейк";"1"
"Алена";"22";"Анонимный Дон";"Такие фигуры редкость в наши дни!Она просто раздевалась,медленно,а у меня вставал.После открытия груди,захотелось стать грудничком! Сосал долго и упорно.Она реагировала,может врала,но мне было до лампочки! Брала мой член в руку и дрочила! Качественно грамотно!Потом села на меня и круговыми движениями просто прикончила!Доволен до соплей....";"5"
"Айгуль";"21";"Анонимный Дон";"Кто был отпишитесь как?";"1"
"Яся";"23";"Анонимный Дон";"Ты настоящая ?";"5"
"Лилия";"32";"Анонимный Дон";"Был. Все лажа. Нет ни одной девушки, которую можно сравнить с фото! Только бабуля 50летняя обслуживает. Отказался!";"1"
"Ника";"22";"Анонимный Дон";"Фото порно звезды, не ведитесь";"1"
"Ника";"22";"Анонимный Дон";"Девочка типаж, один в один как на фото! <br />";"5"
"Ника";"22";"Анонимный Дон";"Сисяры классные! На тонком тельце такое вымя!....анонимный гандон выше порнозвезда......блять это точно чушня у них что беда с фигуристыми телками.....дохлых вобл в порнозвезды!?....отличная деваха и порево классное!";"5"
"Лера";"25";"Анонимный Дон";"Привет кроха";"5"
"Катя";"21";"Анонимный Дон";"Чертов ангел с черными крыльями! Фигурка отпад, сожрал бы не задумываясь...все время возникало желание залезть к ней между ног целиком и выгрызть всю ее плоть! Безумно красивое существо.Можно просто наслаждаться как она двигается позирует говорит и дышит.....";"5"
"Неля";"23";"Анонимный Дон";"Невероятной красоты девушка! Потрясный GFE, можно общаться с ней часами. Сервис на уровне: чистое белье, тапки, классный чай. В самом главном очень страстная и нежная. Рекомендую всем";"5"
"Неля";"23";"Анонимный Дон";"Опытная и приятная девушка, подстроилась под мое настроение и мы провели прекрасный вечер вместе. Однозначно еще вернусь!";"5"
"Sharon";"20";"Анонимный Дон";"У себя принимаете?";"2"
"Надя";"50";"Анонимный Дон";"Девочка реальна?";"5"
"Надя";"50";"Анонимный Дон";"Нет, это реклама";"1"
"Надя";"50";"Анонимный Дон";"Привет";"5"
"Вероника";"22";"Анонимный Дон";"Интересно РЕАЛЬНАЯ?";"5"
"Маша";"40";"Анонимный Дон";"Что с местонахождением";"1"
"Маша";"40";"Анонимный Дон";"Привет,работаешь?";"5"
"Маша";"40";"Анонимный Дон";"Красота, анкета актуальна?";"5"
"Маша";"40";"Анонимный Дон";"Приветик красотка.Работаешь еще?";"5"
"Маша";"40";"Анонимный Дон";"Привет, работаешь?)";"5"
"Маша";"40";"Анонимный Дон";"Привет милая есть ватцап?";"5"
"Аксана";"23";"Анонимный Дон";"Номер не существует, анкета не обновлялась 3 года.";"1"
"Неля";"24";"Анонимный Дон";"Хочу к тебе. В Ясенево обитаешь?";"3"
"Камила";"19";"Анонимный Дон";"Ложь<br />";"1"
"Лана";"20";"Анонимный Дон";"Фейк, это известная модель";"1"
"Людмила";"55";"Анонимный Дон";"Попробую";"5"
"Людмила";"55";"Анонимный Дон";"По итогу был кто?";"3"
"ЛЕНА";"22";"Анонимный Дон";"Это твои фото?";"4"
"ЛЕНА";"22";"Анонимный Дон";"Это салон?";"4"
"ЛЕНА";"22";"Анонимный Дон";"на фото Лика Андреева";"1"
"Виктория";"23";"Анонимный Дон";"Фото настоящие или нет?";"5"
"Виктория";"23";"Анонимный Дон";"Был кто у неё?";"5"
"Виктория";"23";"Анонимный Дон";"Выезд за город такси Яндекс по безналу за мой счёт? Как проверить реальность фото?";"5"
"Елена";"34";"Анонимный Дон";"Привет. В гости можно?";"5"
"Таисия";"37";"Анонимный Дон";"Фото ваши? Салон или инди?";"1"
"Лера ⚡️  ✅ ♥🌹♥";"22";"Анонимный Дон";"Привет Лерочка. Ты на фотках такая крутая! Как на счёт встречи?";"5"
"Алекса";"21";"Анонимный Дон";"Отличная девочка. Стройная, активная, взгляд и повадки как у кошечки))";"5"
"Алекса";"21";"Анонимный Дон";"Тестил девушку орех хороший сервис хороший вот секс какой-то вялый нет огонька оценка три.";"2"
